-6.69,3.58,3
-3.59,4.53,3
-6.03,3.38,3
-6.87,8.08,3
-9.17,6.00,3
-3.86,2.39,3
-4.22,7.82,3
-7.33,6.22,3
-6.04,6.62,3
-6.66,5.82,3
-8.47,7.11,3
-3.31,4.83,3
-5.15,6.27,3
-3.17,0.92,3
-4.56,2.94,3
-4.06,4.99,3
-6.76,5.96,3
-2.84,5.67,3
-8.22,3.46,3
0.95,6.72,3
-4.26,5.24,3
-4.59,5.85,3
-3.90,3.82,3
-5.80,1.25,3
-5.53,1.73,3
-3.37,5.06,3
-6.94,11.11,3
-6.43,2.68,3
-6.03,7.66,3
-6.81,6.92,3
-8.55,4.83,3
-6.03,2.78,3
-4.57,5.35,3
-6.10,8.85,3
-4.23,1.73,3
-6.28,3.28,3
-4.92,4.52,3
-4.90,1.00,3
-4.43,4.45,3
-5.89,3.36,3
-3.23,6.45,3
-7.45,3.76,3
-4.91,2.66,3
-6.46,3.82,3
-6.50,6.67,3
-5.09,4.29,3
-4.60,5.05,3
-5.13,4.65,3
-5.55,4.70,3
-3.10,8.41,3
-5.37,5.84,3
0.64,5.62,3
-5.30,5.01,3
-5.53,2.60,3
-2.15,4.75,3
-2.21,5.45,3
-5.42,3.44,3
-5.82,3.62,3
-6.61,6.70,3
-5.07,5.45,3
-8.34,3.35,3
-4.67,7.21,3
-3.22,5.21,3
-2.33,5.04,3
-2.74,3.45,3
-5.17,8.81,3
-8.26,4.56,3
-6.50,4.61,3
-6.28,5.54,3
-1.64,3.89,3
-4.63,4.73,3
-2.89,2.63,3
-5.53,7.28,3
-3.97,3.25,3
-6.32,4.12,3
0.00,5.53,3
-4.06,3.81,3
-1.04,5.33,3
-6.17,8.08,3
-4.87,2.94,3
-4.14,6.90,3
-8.34,4.52,3
-4.17,5.91,3
-4.60,7.37,3
-0.18,5.75,3
-5.33,4.58,3
-0.60,6.63,3
-5.54,4.78,3
-5.56,0.74,3
-8.22,4.55,3
-4.04,4.08,3
-4.07,7.33,3
-6.22,2.70,3
-4.67,6.46,3
-4.64,6.74,3
-7.85,8.09,3
-1.93,6.82,3
-2.63,6.44,3
2.89,-2.66,4
3.54,-5.90,4
5.07,-3.37,4
4.68,-4.32,4
5.95,-2.31,4
4.93,-4.36,4
3.30,-4.90,4
8.04,-7.10,4
7.61,-4.84,4
5.29,-5.08,4
2.49,-7.40,4
7.44,-2.97,4
7.85,-8.62,4
3.05,-8.09,4
4.48,-5.05,4
4.28,-6.12,4
4.50,-5.90,4
3.74,-5.67,4
7.28,-2.10,4
4.73,-6.71,4
1.80,-8.19,4
3.05,-4.99,4
6.39,-5.04,4
5.22,-3.28,4
0.75,-4.00,4
1.69,-8.24,4
3.61,-2.06,4
4.09,-2.97,4
8.83,-4.05,4
3.34,-6.43,4
8.23,-5.58,4
1.26,-1.69,4
4.83,-5.62,4
6.17,-3.49,4
7.76,-1.97,4
1.44,-3.62,4
3.88,-2.93,4
8.47,-8.91,4
4.35,-6.38,4
3.83,-5.15,4
4.24,-6.14,4
5.26,-5.24,4
6.84,-5.77,4
5.16,-6.52,4
8.32,-7.59,4
3.53,-2.29,4
6.03,-2.45,4
2.42,-1.83,4
6.97,-5.42,4
3.69,-3.24,4
3.34,-3.38,4
8.03,-8.29,4
9.16,-7.53,4
6.22,-4.10,4
4.93,-4.39,4
6.18,-3.54,4
4.77,-1.35,4
5.40,-7.25,4
6.89,-3.17,4
8.17,-5.98,4
4.14,-5.96,4
4.91,-2.65,4
8.96,-2.21,4
4.95,-3.67,4
0.86,-4.88,4
5.12,-4.32,4
4.02,-3.23,4
6.80,-3.42,4
7.45,-3.75,4
7.23,-4.54,4
8.67,-5.17,4
3.15,-5.94,4
5.99,-5.48,4
3.32,-5.10,4
5.42,-1.91,4
0.14,-1.31,4
5.32,-3.34,4
3.83,-4.13,4
7.03,-7.07,4
7.86,-5.50,4
2.83,-7.42,4
3.93,-5.48,4
4.80,-6.13,4
4.62,-3.65,4
5.26,-5.50,4
4.54,-3.86,4
6.21,-6.34,4
6.73,-2.81,4
7.13,-2.25,4
3.09,-1.34,4
4.30,-7.70,4
3.97,-3.97,4
5.95,-8.26,4
2.99,-4.21,4
6.22,-3.71,4
1.26,-4.36,4
5.39,-4.73,4
5.43,-5.37,4
2.82,-7.60,4
6.11,-1.68,4

